tourney_id,tourney_name,tourney_location,surface,draw_size,tourney_level,tourney_date
2007-D043,Davis Cup G1 R2: SRB vs GEO,Davis Cup G1 R2: SRB vs GEO,Clay,4,D,20070406
2007-D056,Davis Cup G2 PO: ESA vs CUB,Davis Cup G2 PO: ESA vs CUB,Clay,4,D,20070406
2007-D065,Davis Cup G2 PO: IRI vs HKG,Davis Cup G2 PO: IRI vs HKG,Clay,4,D,20070406
2007-D055,Davis Cup G2 PO: JAM vs AHO,Davis Cup G2 PO: JAM vs AHO,Hard,4,D,20070406
2007-D064,Davis Cup G2 PO: POC vs PAK,Davis Cup G2 PO: POC vs PAK,Hard,4,D,20070406
2007-D072,Davis Cup G2 R1: ALG vs MON,Davis Cup G2 R1: ALG vs MON,Clay,4,D,20070406
2007-D071,Davis Cup G2 R1: CYP vs FIN,Davis Cup G2 R1: CYP vs FIN,Clay,4,D,20070406
2007-D067,Davis Cup G2 R1: EST vs SLO,Davis Cup G2 R1: EST vs SLO,Carpet,4,D,20070406
2007-D068,Davis Cup G2 R1: GRE vs UKR,Davis Cup G2 R1: GRE vs UKR,Clay,4,D,20070406
2007-D070,Davis Cup G2 R1: LAT vs BUL,Davis Cup G2 R1: LAT vs BUL,Carpet,4,D,20070406
2007-D066,Davis Cup G2 R1: MAR vs DEN,Davis Cup G2 R1: MAR vs DEN,Clay,4,D,20070406
2007-D069,Davis Cup G2 R1: NGR vs POL,Davis Cup G2 R1: NGR vs POL,Hard,4,D,20070406
2007-D073,Davis Cup G2 R1: NOR vs HUN,Davis Cup G2 R1: NOR vs HUN,Hard,4,D,20070406
2007-D062,Davis Cup G2 R2: KUW vs INA,Davis Cup G2 R2: KUW vs INA,Hard,4,D,20070406
2007-D061,Davis Cup G2 R2: NZL vs PHI,Davis Cup G2 R2: NZL vs PHI,Carpet,4,D,20070406
2007-D053,Davis Cup G2 R2: PAR vs DOM,Davis Cup G2 R2: PAR vs DOM,Clay,4,D,20070406
2007-D052,Davis Cup G2 R2: URU vs ECU,Davis Cup G2 R2: URU vs ECU,Clay,4,D,20070406
2007-D018,Davis Cup WG QF: BEL vs GER,Davis Cup WG QF: BEL vs GER,Clay,4,D,20070406
2007-D017,Davis Cup WG QF: RUS vs FRA,Davis Cup WG QF: RUS vs FRA,Clay,4,D,20070406
2007-D020,Davis Cup WG QF: SWE vs ARG,Davis Cup WG QF: SWE vs ARG,Carpet,4,D,20070406
2007-D019,Davis Cup WG QF: USA vs ESP,Davis Cup WG QF: USA vs ESP,Hard,4,D,20070406
2007-D045,Davis Cup G1 PO: ITA vs LUX,Davis Cup G1 PO: ITA vs LUX,Hard,4,D,20070720
2007-D028,Davis Cup G1 PO: MEX vs VEN,Davis Cup G1 PO: MEX vs VEN,Hard,4,D,20070720
2007-D082,Davis Cup G2 PO: CYP vs BUL,Davis Cup G2 PO: CYP vs BUL,Clay,4,D,20070720
2007-D080,Davis Cup G2 PO: DEN vs EST,Davis Cup G2 PO: DEN vs EST,Hard,4,D,20070720
2007-D081,Davis Cup G2 PO: NGR vs UKR,Davis Cup G2 PO: NGR vs UKR,Hard,4,D,20070720
2007-D083,Davis Cup G2 PO: NOR vs ALG,Davis Cup G2 PO: NOR vs ALG,Hard,4,D,20070720
2007-D076,Davis Cup G2 R2: FIN vs LAT,Davis Cup G2 R2: FIN vs LAT,Clay,4,D,20070720
2007-D075,Davis Cup G2 R2: GRE vs POL,Davis Cup G2 R2: GRE vs POL,Clay,4,D,20070720
2007-D077,Davis Cup G2 R2: HUN vs MON,Davis Cup G2 R2: HUN vs MON,Clay,4,D,20070720
2007-D074,Davis Cup G2 R2: SLO vs MAR,Davis Cup G2 R2: SLO vs MAR,Hard,4,D,20070720
2007-D012,Davis Cup WG PO: ISR vs CHI,Davis Cup WG PO: ISR vs CHI,Hard,4,D,20070920
2007-D038,Davis Cup G1 PO: KAZ vs CHN,Davis Cup G1 PO: KAZ vs CHN,Hard,4,D,20070921
2007-D046,Davis Cup G1 PO: MKD vs LUX,Davis Cup G1 PO: MKD vs LUX,Hard,4,D,20070921
2007-D047,Davis Cup G1 PO: NED vs POR,Davis Cup G1 PO: NED vs POR,Hard,4,D,20070921
2007-D029,Davis Cup G1 PO: VEN vs COL,Davis Cup G1 PO: VEN vs COL,Hard,4,D,20070921
2007-D063,Davis Cup G2 F: KUW vs PHI,Davis Cup G2 F: KUW vs PHI,Hard,4,D,20070921
2007-D079,Davis Cup G2 F: LAT vs MON,Davis Cup G2 F: LAT vs MON,Carpet,4,D,20070921
2007-D054,Davis Cup G2 F: PAR vs URU,Davis Cup G2 F: PAR vs URU,Clay,4,D,20070921
2007-D078,Davis Cup G2 F: POL vs MAR,Davis Cup G2 F: POL vs MAR,Carpet,4,D,20070921
2007-D010,Davis Cup WG PO: AUT vs BRA,Davis Cup WG PO: AUT vs BRA,Carpet,4,D,20070921
2007-D014,Davis Cup WG PO: CZE vs SUI,Davis Cup WG PO: CZE vs SUI,Carpet,4,D,20070921
2007-D013,Davis Cup WG PO: GBR vs CRO,Davis Cup WG PO: GBR vs CRO,Grass,4,D,20070921
2007-D015,Davis Cup WG PO: JPN vs ROU,Davis Cup WG PO: JPN vs ROU,Carpet,4,D,20070921
2007-D011,Davis Cup WG PO: PER vs BLR,Davis Cup WG PO: PER vs BLR,Clay,4,D,20070921
2007-D009,Davis Cup WG PO: SRB vs AUS,Davis Cup WG PO: SRB vs AUS,Clay,4,D,20070921
2007-D016,Davis Cup WG PO: SVK vs KOR,Davis Cup WG PO: SVK vs KOR,Clay,4,D,20070921
2007-D021,Davis Cup WG SF: RUS vs GER,Davis Cup WG SF: RUS vs GER,Clay,4,D,20070921
2007-D022,Davis Cup WG SF: SWE vs USA,Davis Cup WG SF: SWE vs USA,Carpet,4,D,20070921
2007-D023,Davis Cup WG F: USA vs RUS,Davis Cup WG F: USA vs RUS,Hard,4,D,20071130
2008-D005,Davis Cup G1 R1: CAN vs MEX,Davis Cup G1 R1: CAN vs MEX,Carpet,4,D,20080208
2008-D003,Davis Cup G1 R1: IND vs UZB,Davis Cup G1 R1: IND vs UZB,Grass,4,D,20080208
2008-D002,Davis Cup G1 R1: KAZ vs THA,Davis Cup G1 R1: KAZ vs THA,Hard,4,D,20080208
2008-D007,Davis Cup G1 R1: MKD vs LAT,Davis Cup G1 R1: MKD vs LAT,Clay,4,D,20080208
2008-D004,Davis Cup G1 R1: PHI vs JPN,Davis Cup G1 R1: PHI vs JPN,Hard,4,D,20080208
2008-D008,Davis Cup G1 R1: SUI vs POL,Davis Cup G1 R1: SUI vs POL,Hard,4,D,20080208
2008-D001,Davis Cup G1 R1: TPE vs AUS,Davis Cup G1 R1: TPE vs AUS,Hard,4,D,20080208
2008-D006,Davis Cup G1 R1: URU vs COL,Davis Cup G1 R1: URU vs COL,Clay,4,D,20080208
2008-D013,Davis Cup G2 R1: AHO vs ECU,Davis Cup G2 R1: AHO vs ECU,Hard,4,D,20080208
2008-D015,Davis Cup G2 R1: BAH vs VEN,Davis Cup G2 R1: BAH vs VEN,Hard,4,D,20080208
2008-D014,Davis Cup G2 R1: BOL vs DOM,Davis Cup G2 R1: BOL vs DOM,Clay,4,D,20080208
2008-D009,Davis Cup G2 R1: CHN vs LIB,Davis Cup G2 R1: CHN vs LIB,Hard,4,D,20080208
2008-D010,Davis Cup G2 R1: INA vs HKG,Davis Cup G2 R1: INA vs HKG,Hard,4,D,20080208
2008-D012,Davis Cup G2 R1: KUW vs POC,Davis Cup G2 R1: KUW vs POC,Hard,4,D,20080208
2008-D011,Davis Cup G2 R1: OMA vs NZL,Davis Cup G2 R1: OMA vs NZL,Hard,4,D,20080208
2008-D016,Davis Cup G2 R1: PAR vs ESA,Davis Cup G2 R1: PAR vs ESA,Clay,4,D,20080208
2008-D027,Davis Cup WG R1: ARG vs GBR,Davis Cup WG R1: ARG vs GBR,Clay,4,D,20080208
2008-D032,Davis Cup WG R1: AUT vs USA,Davis Cup WG R1: AUT vs USA,Clay,4,D,20080208
2008-D026,Davis Cup WG R1: CZE vs BEL,Davis Cup WG R1: CZE vs BEL,Carpet,4,D,20080208
2008-D029,Davis Cup WG R1: GER vs KOR,Davis Cup WG R1: GER vs KOR,Clay,4,D,20080208
2008-D028,Davis Cup WG R1: ISR vs SWE,Davis Cup WG R1: ISR vs SWE,Hard,4,D,20080208
2008-D030,Davis Cup WG R1: PER vs ESP,Davis Cup WG R1: PER vs ESP,Clay,4,D,20080208
2008-D031,Davis Cup WG R1: ROU vs FRA,Davis Cup WG R1: ROU vs FRA,Hard,4,D,20080208
2008-D025,Davis Cup WG R1: RUS vs SRB,Davis Cup WG R1: RUS vs SRB,Hard,4,D,20080208
2008-D064,Davis Cup G1 PO: KAZ vs TPE,Davis Cup G1 PO: KAZ vs TPE,Hard,4,D,20080411
2008-D065,Davis Cup G1 PO: PHI vs UZB,Davis Cup G1 PO: PHI vs UZB,Clay,4,D,20080411
2008-D047,Davis Cup G1 R2: AUS vs THA,Davis Cup G1 R2: AUS vs THA,Hard,4,D,20080411
2008-D035,Davis Cup G1 R2: BLR vs SUI,Davis Cup G1 R2: BLR vs SUI,Carpet,4,D,20080411
2008-D045,Davis Cup G1 R2: BRA vs COL,Davis Cup G1 R2: BRA vs COL,Clay,4,D,20080411
2008-D044,Davis Cup G1 R2: CHI vs CAN,Davis Cup G1 R2: CHI vs CAN,Clay,4,D,20080411
2008-D033,Davis Cup G1 R2: CRO vs ITA,Davis Cup G1 R2: CRO vs ITA,Hard,4,D,20080411
2008-D048,Davis Cup G1 R2: IND vs JPN,Davis Cup G1 R2: IND vs JPN,Grass,4,D,20080411
2008-D034,Davis Cup G1 R2: MKD vs NED,Davis Cup G1 R2: MKD vs NED,Clay,4,D,20080411
2008-D036,Davis Cup G1 R2: SVK vs GEO,Davis Cup G1 R2: SVK vs GEO,Clay,4,D,20080411
2008-D073,Davis Cup G2 PO: AHO vs BOL,Davis Cup G2 PO: AHO vs BOL,Hard,4,D,20080411
2008-D071,Davis Cup G2 PO: HKG vs LIB,Davis Cup G2 PO: HKG vs LIB,Hard,4,D,20080411
2008-D072,Davis Cup G2 PO: OMA vs POC,Davis Cup G2 PO: OMA vs POC,Hard,4,D,20080411
2008-D074,Davis Cup G2 PO: VEN vs ESA,Davis Cup G2 PO: VEN vs ESA,Hard,4,D,20080411
2008-D019,Davis Cup G2 R1: ALG vs HUN,Davis Cup G2 R1: ALG vs HUN,Clay,4,D,20080411
2008-D023,Davis Cup G2 R1: CYP vs SLO,Davis Cup G2 R1: CYP vs SLO,Hard,4,D,20080411
2008-D018,Davis Cup G2 R1: FIN vs RSA,Davis Cup G2 R1: FIN vs RSA,Hard,4,D,20080411
2008-D022,Davis Cup G2 R1: IRL vs MAR,Davis Cup G2 R1: IRL vs MAR,Carpet,4,D,20080411
2008-D017,Davis Cup G2 R1: LUX vs DEN,Davis Cup G2 R1: LUX vs DEN,Hard,4,D,20080411
2008-D020,Davis Cup G2 R1: MON vs GRE,Davis Cup G2 R1: MON vs GRE,Clay,4,D,20080411
2008-D024,Davis Cup G2 R1: POR vs TUN,Davis Cup G2 R1: POR vs TUN,Clay,4,D,20080411
2008-D021,Davis Cup G2 R1: UKR vs EGY,Davis Cup G2 R1: UKR vs EGY,Hard,4,D,20080411
2008-D053,Davis Cup G2 R2: BAH vs PAR,Davis Cup G2 R2: BAH vs PAR,Hard,4,D,20080411
2008-D052,Davis Cup G2 R2: ECU vs DOM,Davis Cup G2 R2: ECU vs DOM,Clay,4,D,20080411
2008-D055,Davis Cup G2 R2: INA vs CHN,Davis Cup G2 R2: INA vs CHN,Hard,4,D,20080411
2008-D056,Davis Cup G2 R2: KUW vs NZL,Davis Cup G2 R2: KUW vs NZL,Hard,4,D,20080411
2008-D038,Davis Cup WG QF: ARG vs SWE,Davis Cup WG QF: ARG vs SWE,Clay,4,D,20080411
2008-D039,Davis Cup WG QF: GER vs ESP,Davis Cup WG QF: GER vs ESP,Hard,4,D,20080411
2008-D037,Davis Cup WG QF: RUS vs CZE,Davis Cup WG QF: RUS vs CZE,Clay,4,D,20080411
2008-D040,Davis Cup WG QF: USA vs FRA,Davis Cup WG QF: USA vs FRA,Hard,4,D,20080411
2008-D049,Davis Cup G1 PO: BLR vs POL,Davis Cup G1 PO: BLR vs POL,Hard,4,D,20080718
2008-D069,Davis Cup G2 PO: EGY vs MAR,Davis Cup G2 PO: EGY vs MAR,Clay,4,D,20080718
2008-D067,Davis Cup G2 PO: FIN vs LUX,Davis Cup G2 PO: FIN vs LUX,Clay,4,D,20080718
2008-D068,Davis Cup G2 PO: GRE vs HUN,Davis Cup G2 PO: GRE vs HUN,Clay,4,D,20080718
2008-D070,Davis Cup G2 PO: TUN vs SLO,Davis Cup G2 PO: TUN vs SLO,Clay,4,D,20080718
2008-D060,Davis Cup G2 R2: IRL vs UKR,Davis Cup G2 R2: IRL vs UKR,Grass,4,D,20080718
2008-D059,Davis Cup G2 R2: MON vs ALG,Davis Cup G2 R2: MON vs ALG,Clay,4,D,20080718
2008-D061,Davis Cup G2 R2: POR vs CYP,Davis Cup G2 R2: POR vs CYP,Clay,4,D,20080718
2008-D058,Davis Cup G2 R2: RSA vs DEN,Davis Cup G2 R2: RSA vs DEN,Hard,4,D,20080718
2008-D051,Davis Cup G1 PO: BLR vs GEO,Davis Cup G1 PO: BLR vs GEO,Hard,4,D,20080919
2008-D050,Davis Cup G1 PO: ITA vs LAT,Davis Cup G1 PO: ITA vs LAT,Clay,4,D,20080919
2008-D066,Davis Cup G1 PO: KAZ vs PHI,Davis Cup G1 PO: KAZ vs PHI,Clay,4,D,20080919
2008-D046,Davis Cup G1 PO: MEX vs URU,Davis Cup G1 PO: MEX vs URU,Carpet,4,D,20080919
2008-D062,Davis Cup G2 F: MON vs RSA,Davis Cup G2 F: MON vs RSA,Clay,4,D,20080919
2008-D057,Davis Cup G2 F: NZL vs CHN,Davis Cup G2 F: NZL vs CHN,Hard,4,D,20080919
2008-D054,Davis Cup G2 F: PAR vs ECU,Davis Cup G2 F: PAR vs ECU,Hard,4,D,20080919
2008-D063,Davis Cup G2 F: UKR vs POR,Davis Cup G2 F: UKR vs POR,Hard,4,D,20080919
2008-D075,Davis Cup WG PO: CHI vs AUS,Davis Cup WG PO: CHI vs AUS,Clay,4,D,20080919
2008-D078,Davis Cup WG PO: CRO vs BRA,Davis Cup WG PO: CRO vs BRA,Hard,4,D,20080919
2008-D076,Davis Cup WG PO: GBR vs AUT,Davis Cup WG PO: GBR vs AUT,Grass,4,D,20080919
2008-D079,Davis Cup WG PO: ISR vs PER,Davis Cup WG PO: ISR vs PER,Hard,4,D,20080919
2008-D080,Davis Cup WG PO: NED vs KOR,Davis Cup WG PO: NED vs KOR,Clay,4,D,20080919
2008-D081,Davis Cup WG PO: ROU vs IND,Davis Cup WG PO: ROU vs IND,Clay,4,D,20080919
2008-D077,Davis Cup WG PO: SUI vs BEL,Davis Cup WG PO: SUI vs BEL,Hard,4,D,20080919
2008-D082,Davis Cup WG PO: SVK vs SRB,Davis Cup WG PO: SVK vs SRB,Hard,4,D,20080919
2008-D041,Davis Cup WG SF: ARG vs RUS,Davis Cup WG SF: ARG vs RUS,Clay,4,D,20080919
2008-D042,Davis Cup WG SF: ESP vs USA,Davis Cup WG SF: ESP vs USA,Clay,4,D,20080919
2008-D043,Davis Cup WG F: ARG vs ESP,Davis Cup WG F: ARG vs ESP,Hard,4,D,20081121
2009-D022,Davis Cup G1 R1: TPE vs KAZ,Davis Cup G1 R1: TPE vs KAZ,Carpet,4,D,20090206
2009-D017,Davis Cup G1 R1: CAN vs ECU,Davis Cup G1 R1: CAN vs ECU,Hard,4,D,20090306
2009-D016,Davis Cup G1 R1: COL vs URU,Davis Cup G1 R1: COL vs URU,Clay,4,D,20090306
2009-D026,Davis Cup G1 R1: RSA vs MKD,Davis Cup G1 R1: RSA vs MKD,Hard,4,D,20090306
2009-D030,Davis Cup G1 R2: BEL vs POL,Davis Cup G1 R2: BEL vs POL,Clay,4,D,20090306
2009-D029,Davis Cup G1 R2: GBR vs UKR,Davis Cup G1 R2: GBR vs UKR,Hard,4,D,20090306
2009-D027,Davis Cup G1 R2: ITA vs SVK,Davis Cup G1 R2: ITA vs SVK,Clay,4,D,20090306
2009-D062,Davis Cup G1 R2: JPN vs CHN,Davis Cup G1 R2: JPN vs CHN,Carpet,4,D,20090306
2009-D023,Davis Cup G1 R2: THA vs AUS,Davis Cup G1 R2: THA vs AUS,Hard,4,D,20090306
2009-D024,Davis Cup G1 R2: TPE vs IND,Davis Cup G1 R2: TPE vs IND,Hard,4,D,20090306
2009-D063,Davis Cup G1 R2: UZB vs KOR,Davis Cup G1 R2: UZB vs KOR,Clay,4,D,20090306
2009-D054,Davis Cup G2 R1: ALG vs IRL,Davis Cup G2 R1: ALG vs IRL,Clay,4,D,20090306
2009-D055,Davis Cup G2 R1: CYP vs POR,Davis Cup G2 R1: CYP vs POR,Hard,4,D,20090306
2009-D052,Davis Cup G2 R1: DEN vs FIN,Davis Cup G2 R1: DEN vs FIN,Hard,4,D,20090306
2009-D036,Davis Cup G2 R1: DOM vs GUA,Davis Cup G2 R1: DOM vs GUA,Clay,4,D,20090306
2009-D041,Davis Cup G2 R1: HKG vs PHI,Davis Cup G2 R1: HKG vs PHI,Hard,4,D,20090306
2009-D051,Davis Cup G2 R1: HUN vs BUL,Davis Cup G2 R1: HUN vs BUL,Carpet,4,D,20090306
2009-D043,Davis Cup G2 R1: INA vs KUW,Davis Cup G2 R1: INA vs KUW,Hard,4,D,20090306
2009-D050,Davis Cup G2 R1: LAT vs MDA,Davis Cup G2 R1: LAT vs MDA,Carpet,4,D,20090306
2009-D048,Davis Cup G2 R1: LTU vs GEO,Davis Cup G2 R1: LTU vs GEO,Hard,4,D,20090306
2009-D034,Davis Cup G2 R1: MEX vs JAM,Davis Cup G2 R1: MEX vs JAM,Clay,4,D,20090306
2009-D053,Davis Cup G2 R1: MON vs MNE,Davis Cup G2 R1: MON vs MNE,Clay,4,D,20090306
2009-D044,Davis Cup G2 R1: NZL vs MAS,Davis Cup G2 R1: NZL vs MAS,Hard,4,D,20090306
2009-D042,Davis Cup G2 R1: OMA vs PAK,Davis Cup G2 R1: OMA vs PAK,Hard,4,D,20090306
2009-D037,Davis Cup G2 R1: PAR vs BAH,Davis Cup G2 R1: PAR vs BAH,Clay,4,D,20090306
2009-D049,Davis Cup G2 R1: SLO vs EGY,Davis Cup G2 R1: SLO vs EGY,Carpet,4,D,20090306
2009-D035,Davis Cup G2 R1: VEN vs AHO,Davis Cup G2 R1: VEN vs AHO,Hard,4,D,20090306
2009-D001,Davis Cup WG R1: ARG vs NED,Davis Cup WG R1: ARG vs NED,Clay,4,D,20090306
2009-D004,Davis Cup WG R1: CRO vs CHI,Davis Cup WG R1: CRO vs CHI,Hard,4,D,20090306
2009-D002,Davis Cup WG R1: CZE vs FRA,Davis Cup WG R1: CZE vs FRA,Carpet,4,D,20090306
2009-D008,Davis Cup WG R1: ESP vs SRB,Davis Cup WG R1: ESP vs SRB,Clay,4,D,20090306
2009-D007,Davis Cup WG R1: GER vs AUT,Davis Cup WG R1: GER vs AUT,Hard,4,D,20090306
2009-D006,Davis Cup WG R1: ROU vs RUS,Davis Cup WG R1: ROU vs RUS,Carpet,4,D,20090306
2009-D005,Davis Cup WG R1: SWE vs ISR,Davis Cup WG R1: SWE vs ISR,Carpet,4,D,20090306
2009-D003,Davis Cup WG R1: USA vs SUI,Davis Cup WG R1: USA vs SUI,Hard,4,D,20090306
2009-D018,Davis Cup G1 R2: COL vs BRA,Davis Cup G1 R2: COL vs BRA,Clay,4,D,20090508
2009-D019,Davis Cup G1 R2: ECU vs PER,Davis Cup G1 R2: ECU vs PER,Clay,4,D,20090508
2009-D028,Davis Cup G1 R2: RSA vs BLR,Davis Cup G1 R2: RSA vs BLR,Hard,4,D,20090508
2009-D075,Davis Cup G1 R3: UZB vs JPN,Davis Cup G1 R3: UZB vs JPN,Clay,4,D,20090508
2009-D031,Davis Cup G1 PO: BLR vs MKD,Davis Cup G1 PO: BLR vs MKD,Hard,4,D,20090710
2009-D064,Davis Cup G1 PO: KOR vs CHN,Davis Cup G1 PO: KOR vs CHN,Hard,4,D,20090710
2009-D020,Davis Cup G1 PO: PER vs CAN,Davis Cup G1 PO: PER vs CAN,Clay,4,D,20090710
2009-D025,Davis Cup G1 PO: THA vs KAZ,Davis Cup G1 PO: THA vs KAZ,Hard,4,D,20090710
2009-D070,Davis Cup G2 PO: AHO vs JAM,Davis Cup G2 PO: AHO vs JAM,Hard,4,D,20090710
2009-D069,Davis Cup G2 PO: ALG vs POR,Davis Cup G2 PO: ALG vs POR,Clay,4,D,20090710
2009-D071,Davis Cup G2 PO: BAH vs GUA,Davis Cup G2 PO: BAH vs GUA,Hard,4,D,20090710
2009-D068,Davis Cup G2 PO: DEN vs MNE,Davis Cup G2 PO: DEN vs MNE,Clay,4,D,20090710
2009-D066,Davis Cup G2 PO: EGY vs GEO,Davis Cup G2 PO: EGY vs GEO,Clay,4,D,20090710
2009-D072,Davis Cup G2 PO: HKG vs OMA,Davis Cup G2 PO: HKG vs OMA,Hard,4,D,20090710
2009-D067,Davis Cup G2 PO: HUN vs MDA,Davis Cup G2 PO: HUN vs MDA,Clay,4,D,20090710
2009-D073,Davis Cup G2 PO: MAS vs KUW,Davis Cup G2 PO: MAS vs KUW,Hard,4,D,20090710
2009-D057,Davis Cup G2 R2: BUL vs LAT,Davis Cup G2 R2: BUL vs LAT,Clay,4,D,20090710
2009-D059,Davis Cup G2 R2: CYP vs IRL,Davis Cup G2 R2: CYP vs IRL,Hard,4,D,20090710
2009-D039,Davis Cup G2 R2: DOM vs PAR,Davis Cup G2 R2: DOM vs PAR,Clay,4,D,20090710
2009-D058,Davis Cup G2 R2: FIN vs MON,Davis Cup G2 R2: FIN vs MON,Clay,4,D,20090710
2009-D046,Davis Cup G2 R2: NZL vs INA,Davis Cup G2 R2: NZL vs INA,Hard,4,D,20090710
2009-D045,Davis Cup G2 R2: PHI vs PAK,Davis Cup G2 R2: PHI vs PAK,Clay,4,D,20090710
2009-D056,Davis Cup G2 R2: SLO vs LTU,Davis Cup G2 R2: SLO vs LTU,Clay,4,D,20090710
2009-D038,Davis Cup G2 R2: VEN vs MEX,Davis Cup G2 R2: VEN vs MEX,Hard,4,D,20090710
2009-D010,Davis Cup WG QF: CRO vs USA,Davis Cup WG QF: CRO vs USA,Clay,4,D,20090710
2009-D009,Davis Cup WG QF: CZE vs ARG,Davis Cup WG QF: CZE vs ARG,Carpet,4,D,20090710
2009-D012,Davis Cup WG QF: ESP vs GER,Davis Cup WG QF: ESP vs GER,Clay,4,D,20090710
2009-D011,Davis Cup WG QF: ISR vs RUS,Davis Cup WG QF: ISR vs RUS,Hard,4,D,20090710
2009-D065,Davis Cup G1 PO: CHN vs THA,Davis Cup G1 PO: CHN vs THA,Hard,4,D,20090918
2009-D033,Davis Cup G1 PO: GBR vs POL,Davis Cup G1 PO: GBR vs POL,Hard,4,D,20090918
2009-D021,Davis Cup G1 PO: PER vs URU,Davis Cup G1 PO: PER vs URU,Clay,4,D,20090918
2009-D032,Davis Cup G1 PO: SVK vs MKD,Davis Cup G1 PO: SVK vs MKD,Hard,4,D,20090918
2009-D040,Davis Cup G2 R3: DOM vs VEN,Davis Cup G2 R3: DOM vs VEN,Clay,4,D,20090918
2009-D061,Davis Cup G2 R3: FIN vs CYP,Davis Cup G2 R3: FIN vs CYP,Carpet,4,D,20090918
2009-D060,Davis Cup G2 R3: LAT vs SLO,Davis Cup G2 R3: LAT vs SLO,Carpet,4,D,20090918
2009-D047,Davis Cup G2 R3: PHI vs NZL,Davis Cup G2 R3: PHI vs NZL,Clay,4,D,20090918
2009-D077,Davis Cup WG PO: BEL vs UKR,Davis Cup WG PO: BEL vs UKR,Clay,4,D,20090918
2009-D078,Davis Cup WG PO: BRA vs ECU,Davis Cup WG PO: BRA vs ECU,Clay,4,D,20090918
2009-D076,Davis Cup WG PO: CHI vs AUT,Davis Cup WG PO: CHI vs AUT,Clay,4,D,20090918
2009-D083,Davis Cup WG PO: ITA vs SUI,Davis Cup WG PO: ITA vs SUI,Clay,4,D,20090918
2009-D079,Davis Cup WG PO: NED vs FRA,Davis Cup WG PO: NED vs FRA,Clay,4,D,20090918
2009-D080,Davis Cup WG PO: RSA vs IND,Davis Cup WG PO: RSA vs IND,Hard,4,D,20090918
2009-D081,Davis Cup WG PO: SRB vs UZB,Davis Cup WG PO: SRB vs UZB,Hard,4,D,20090918
2009-D082,Davis Cup WG PO: SWE vs ROU,Davis Cup WG PO: SWE vs ROU,Hard,4,D,20090918
2009-D013,Davis Cup WG SF: CRO vs CZE,Davis Cup WG SF: CRO vs CZE,Clay,4,D,20090918
2009-D014,Davis Cup WG SF: ESP vs ISR,Davis Cup WG SF: ESP vs ISR,Clay,4,D,20090918
2009-D015,Davis Cup WG F: ESP vs CZE,Davis Cup WG F: ESP vs CZE,Clay,4,D,20091204
2010-D017,Davis Cup G1 R1: AUS vs TPE,Davis Cup G1 R1: AUS vs TPE,Hard,4,D,20100305
2010-D019,Davis Cup G1 R1: CHN vs UZB,Davis Cup G1 R1: CHN vs UZB,Hard,4,D,20100305
2010-D032,Davis Cup G1 R1: DOM vs URU,Davis Cup G1 R1: DOM vs URU,Hard,4,D,20100305
2010-D021,Davis Cup G1 R1: ITA vs BLR,Davis Cup G1 R1: ITA vs BLR,Clay,4,D,20100305
2010-D018,Davis Cup G1 R1: JPN vs PHI,Davis Cup G1 R1: JPN vs PHI,Carpet,4,D,20100305
2010-D020,Davis Cup G1 R1: KAZ vs KOR,Davis Cup G1 R1: KAZ vs KOR,Clay,4,D,20100305
2010-D022,Davis Cup G1 R1: POL vs FIN,Davis Cup G1 R1: POL vs FIN,Hard,4,D,20100305
2010-D023,Davis Cup G1 R1: UKR vs LAT,Davis Cup G1 R1: UKR vs LAT,Hard,4,D,20100305
2010-D024,Davis Cup G1 R2: AUT vs SVK,Davis Cup G1 R2: AUT vs SVK,Hard,4,D,20100305
2010-D034,Davis Cup G1 R2: COL vs CAN,Davis Cup G1 R2: COL vs CAN,Clay,4,D,20100305
2010-D029,Davis Cup G2 R1: BOL vs VEN,Davis Cup G2 R1: BOL vs VEN,Clay,4,D,20100305
2010-D003,Davis Cup G2 R1: BUL vs MON,Davis Cup G2 R1: BUL vs MON,Hard,4,D,20100305
2010-D006,Davis Cup G2 R1: CYP vs EGY,Davis Cup G2 R1: CYP vs EGY,Hard,4,D,20100305
2010-D007,Davis Cup G2 R1: EST vs HUN,Davis Cup G2 R1: EST vs HUN,Hard,4,D,20100305
2010-D002,Davis Cup G2 R1: IRL vs TUR,Davis Cup G2 R1: IRL vs TUR,Carpet,4,D,20100305
2010-D001,Davis Cup G2 R1: LTU vs GBR,Davis Cup G2 R1: LTU vs GBR,Hard,4,D,20100305
2010-D036,Davis Cup G2 R1: MAS vs INA,Davis Cup G2 R1: MAS vs INA,Hard,4,D,20100305
2010-D031,Davis Cup G2 R1: MEX vs GUA,Davis Cup G2 R1: MEX vs GUA,Clay,4,D,20100305
2010-D008,Davis Cup G2 R1: MKD vs BIH,Davis Cup G2 R1: MKD vs BIH,Clay,4,D,20100305
2010-D004,Davis Cup G2 R1: NOR vs SLO,Davis Cup G2 R1: NOR vs SLO,Hard,4,D,20100305
2010-D037,Davis Cup G2 R1: PAK vs HKG,Davis Cup G2 R1: PAK vs HKG,Hard,4,D,20100305
2010-D030,Davis Cup G2 R1: PAR vs AHO,Davis Cup G2 R1: PAR vs AHO,Clay,4,D,20100305
2010-D028,Davis Cup G2 R1: PER vs ESA,Davis Cup G2 R1: PER vs ESA,Clay,4,D,20100305
