player_id;name_first;name_last;hand;dob;ioc;ioc_nation;height;wikidata_id
103764;Ivan;Caballero;R;19810502;ESP;Spain;;
103765;Mohamed;Sekou Drame;U;19810505;FRA;France;;
103766;Steve;Berke;R;19810505;USA;United States of America;;Q44479905
103767;Brandon;Wagner;U;19810507;USA;United States of America;;
103768;Guilherme;Ochiai;R;19810507;BRA;Brazil;;
103769;Markus;Polessnig;R;19810508;AUT;Austria;;
103770;Kevin;Sorensen;R;19810510;IRL;Ireland;183;
103771;Andrei;Nossov;R;19810512;RUS;Russia;;
103772;Matteo;Galli;U;19810512;ITA;Italy;;
103773;Markus;Kanellos;R;19810513;AUT;Austria;;
103774;Hayato;Furukawa;R;19810515;JPN;Japan;;
103775;Felipe;Parada;R;19810516;CHI;Chile;175;Q5442026
103776;Alexei;Filenkov;R;19810517;RUS;Russia;;
103777;Patrick;Knobloch;U;19810520;GER;Germany;;
103778;Albert;Loncaric;U;19810521;CRO;Croatia;;
103779;Tobias;Koeck;U;19810521;AUT;Austria;;
103780;Eric;Butorac;L;19810522;USA;United States of America;190;Q53347
103781;Jurgen;Melzer;L;19810522;AUT;Austria;183;Q223549
103782;Rameez;Junaid;R;19810525;AUS;Australia;;Q2130074
103783;Rickard;Holmstrom;L;19810525;SWE;Sweden;;
103784;Philippe;Vadel;U;19810529;FRA;France;;
103785;Luis Feo;Bernabe;U;19810602;ESP;Spain;;
103786;Nikolay;Davydenko;R;19810602;RUS;Russia;178;Q191736
103787;Walter;Orth;U;19810606;GER;Germany;;
103788;Juan Pablo;Barriga;U;19810607;MEX;Mexico;;
103789;Irakli;Labadze;L;19810609;GEO;Georgia;188;Q2126952
103790;Manoj;Mahadevan;R;19810609;IND;India;;
103791;Rolando;Vargas;U;19810613;MEX;Mexico;;
103792;Joji;Miyao;U;19810615;JPN;Japan;;Q61646356
103793;Martin;Vacek;R;19810615;CZE;Czechia;;
103794;Benjamin;Becker;R;19810616;GER;Germany;178;Q77176
103795;James;May;U;19810617;GBR;Great Britain;;
103796;Marcos Jimenez;Letrado;U;19810623;ESP;Spain;;
103797;Justin;Diao Natale;U;19810625;USA;United States of America;;
103798;Mark;Roberts;U;19810625;RSA;South Africa;;
103799;Eric;Prodon;R;19810627;FRA;France;178;Q288327
103800;Christian;Straka;U;19810630;GER;Germany;;
103801;Marc;Steger;L;19810704;FRA;France;;
103802;Antoine;Hamard;U;19810708;FRA;France;;
103803;Ashkan;Shokoofi;U;19810709;IRI;Iran;;Q43078709
103804;Dave;Lingman;U;19810709;USA;United States of America;;
103805;Catalin;Gard;R;19810710;ROU;Romania;;
103806;Catalin Ionut;Gard;R;19810710;ROU;Romania;;Q5202915
103807;Raimonds;Sproga;R;19810712;LAT;Latvia;;
103808;Potito;Starace;R;19810714;ITA;Italy;188;Q317964
103809;Diogo;Cruz;U;19810718;BRA;Brazil;;
103810;Philipp;Hammer;R;19810719;GER;Germany;;
103811;Andreas;Siljestrom;R;19810721;SWE;Sweden;;Q500710
103812;Victor;Hanescu;R;19810721;ROU;Romania;198;Q316378
103813;Jarkko;Nieminen;L;19810723;FIN;Finland;185;Q10270
103814;Sadik;Kadir;R;19810727;AUS;Australia;;Q23007724
103815;Eduardo Magadan;Castro;R;19810731;MEX;Mexico;;
103816;Eduardo;Magadan;R;19810731;MEX;Mexico;;
103817;Yu Jr;Wang;L;19810801;CHN;China;;
103818;Pierre;Berntson;U;19810808;SWE;Sweden;;
103819;Roger;Federer;R;19810808;SUI;Switzerland;185;Q1426
103820;Alan;Mackin;R;19810811;GBR;Great Britain;183;Q4707216
103821;Danai;Udomchoke;R;19810811;THA;Thailand;173;Q175210
103822;Scott;Lipsky;R;19810814;USA;United States of America;185;Q470055
103823;Denis;Gremelmayr;L;19810816;GER;Germany;183;Q60738
103824;Orest;Tereshchuk;R;19810818;UKR;Ukraine;;Q7101635
103825;Zsolt;Tatar;U;19810818;HUN;Hungary;;
103826;Carlos;Palencia;R;19810822;MEX;Mexico;;Q55314977
103827;Fabio;Colangelo;R;19810825;ITA;Italy;;Q30486731
103828;Jean Julien;Rojer;R;19810825;AHO;Netherlands Antilles;183;Q552349
103829;Cristian;Paiz;U;19810828;GUA;Guatemala;;
103830;Shao Xuan;Zeng;R;19810829;CHN;China;185;Q2639575
103831;Yasuo;Miyazaki;U;19810829;JPN;Japan;;
103832;Matias;Ormaza;U;19810830;ARG;Argentina;;
103833;Michael;Rubin;U;19810902;USA;United States of America;;
103834;Levar;Harper Griffith;R;19810904;USA;United States of America;;Q6534932
103835;Filippo;Volandri;R;19810905;ITA;Italy;183;Q344765
103836;Ryan;Newport;U;19810905;USA;United States of America;;
103837;Didac;Perez;R;19810907;ESP;Spain;178;Q5274061
103838;Masato;Hatanaka;U;19810907;JPN;Japan;;
103839;Marton;Ott;R;19810908;HUN;Hungary;;
103840;Juan Pablo;Di Cesare;R;19810909;ARG;Argentina;;
103841;Julio;Peralta;R;19810909;CHI;Chile;188;Q6309468
103842;Rouslan;Nourmatov;R;19810909;RUS;Russia;;
103843;Marco;Chiudinelli;R;19810910;SUI;Switzerland;185;Q523802
103844;Igor;Fejzula;U;19810911;SRB;Serbia;;
103845;Lesley;Joseph;U;19810914;USA;United States of America;;Q104839539
103846;Mariano;Campos;R;19810914;ARG;Argentina;;
103847;Adrian;Bohane;L;19810915;USA;United States of America;;
103848;Agustin;Tarantino;R;19810915;ARG;Argentina;;Q5660896
103849;Francesco;Aldi;R;19810917;ITA;Italy;175;Q3749518
103850;Sebastian;Decoud;L;19810918;ARG;Argentina;178;Q5402547
103851;Conor;Niland;R;19810919;IRL;Ireland;185;Q1126547
103852;Feliciano;Lopez;L;19810920;ESP;Spain;188;Q223695
103853;Mattia;Livraghi;L;19810921;ITA;Italy;;
103854;Raul;Morant;U;19810923;ESP;Spain;;
103855;Jeremy;Blandin;U;19810929;FRA;France;;
103856;Juan;Ferrer;U;19810929;ARG;Argentina;;
103857;Igor;Kunitsyn;R;19810930;RUS;Russia;180;Q365191
103858;Frederic;Jeanclaude;L;19811002;FRA;France;;
103859;James;Cerretani;L;19811002;USA;United States of America;185;Q717433
103860;Timo;Nieminen;R;19811006;FIN;Finland;185;Q13557
103861;Jose Antonio;Macouzet;R;19811012;MEX;Mexico;;
103862;Michail;Elgin;R;19811014;RUS;Russia;183;Q520836
103863;Mikhail;Elgin;R;19811014;RUS;Russia;183;Q520836
103864;Mohamed;Mamoun;R;19811015;EGY;Egypt;;
103865;Prima;Simpatiaji;R;19811016;INA;Indonesia;;Q12506450
103866;Luiz;Carvalho;R;19811018;BRA;Brazil;188;
103867;Ryota;Hisamatsu;R;19811018;JPN;Japan;;
103868;Ivan;Navarro;R;19811019;ESP;Spain;183;Q507913
103869;Thomas;Schoeck;U;19811029;GER;Germany;;
103870;Tomas;Kubis;U;19811103;SVK;Slovakia;;
103871;Sung Kyun;Kang;R;19811104;KOR;South Korea;;
103872;Dimitar;Grabuloski;U;19811105;MKD;North Macedonia;;
103873;Antonio;Baldellou Esteva;U;19811108;ESP;Spain;;Q107602151
103874;Maarten;Paas;U;19811108;NED;Netherlands;;
103875;Anoosha;Shahgholi;U;19811110;IRI;Iran;;Q29016854
103876;Tomasz;Bednarek;R;19811112;POL;Poland;;Q1890904
103877;Mike;Scheidweiler;R;19811114;LUX;Luxembourg;188;Q24820686
103878;Zach;Dailey;U;19811114;USA;United States of America;;
103879;Hector;Almada;R;19811122;MEX;Mexico;;
103880;Arnar;Sigurdsson;U;19811124;ISL;Iceland;;Q63379052
103881;Meir;Deri;R;19811129;ISR;Israel;;
103882;Adrians;Zguns;R;19811201;LAT;Latvia;;
103883;Lucas;Engel;U;19811201;BRA;Brazil;;Q10320196
103884;Riccardo;Capannelli;R;19811201;ITA;Italy;;
103885;Daniel;Lesske;U;19811202;GER;Germany;;
103886;Luis Antonio;Perez Perez;R;19811203;ESP;Spain;;
103887;David;Tosas Ros;R;19811209;ESP;Spain;;
103888;Mardy;Fish;R;19811209;USA;United States of America;188;Q53422
103889;Christian;Groh;U;19811210;GER;Germany;;
103890;Bo;Hodge;U;19811213;USA;United States of America;193;
103891;Alexandros;Jakupovic;R;19811214;GRE;Greece;;Q4721045
103892;Aleksandar;Jerinkic;L;19811215;SRB;Serbia;;
103893;Paolo;Lorenzi;R;19811215;ITA;Italy;183;Q708313
103894;Phillip;King;R;19811219;USA;United States of America;175;Q7185722
103895;David;Corrie;R;19811220;GBR;Great Britain;;
103896;Jeremy;Wurtzman;R;19811220;USA;United States of America;;
103897;Jiri;Vencl;U;19811220;CZE;Czechia;;
103898;Julien;Benneteau;R;19811220;FRA;France;185;Q313402
103899;Stian;Boretti;R;19811220;NOR;Norway;188;Q64026931
103900;David;Nalbandian;R;19820101;ARG;Argentina;180;Q181501
103901;Alessandro;Piccari;R;19820103;ITA;Italy;;
103902;Jan;Mertl;R;19820103;CZE;Czechia;190;Q3806913
103903;Nikola;Vidovic;R;19820105;SRB;Serbia;;
103904;Alberto;Soriano;U;19820106;ESP;Spain;;
103905;Ricardo;Chile Fonte;U;19820107;CUB;Cuba;;Q102346559
103906;Ricardo;Chile;U;19820107;CUB;Cuba;;Q102346559
103907;Kabelo;Maleka;R;19820108;RSA;South Africa;;
103908;Paul Henri;Mathieu;R;19820112;FRA;France;185;Q310349
103909;Guillermo;Coria;R;19820113;ARG;Argentina;175;Q295478
103910;Tres;Davis;R;19820113;USA;United States of America;180;Q55081574
103911;Julien;Cassaigne;R;19820114;FRA;France;;
103912;Mario;Radic;R;19820114;CRO;Croatia;188;Q3849013
103913;Ian;Flanagan;U;19820115;GBR;Great Britain;;Q731353
103914;Omar;Awadhy;R;19820116;UAE;United Arab Emirates;;Q27927833
103915;Xxxxxxx;Bahrouzian;U;19820116;UAE;United Arab Emirates;;
103916;Cristian;Villagran;R;19820120;ARG;Argentina;180;Q5186277
103917;Nicolas;Mahut;R;19820121;FRA;France;190;Q317974
103918;Dominique;Coene;R;19820123;BEL;Belgium;;
103919;Kamala;Kannan;U;19820123;IND;India;;
103920;Sanchai;Ratiwatana;R;19820123;THA;Thailand;175;Q640860
103921;Sonchat;Ratiwatana;R;19820123;THA;Thailand;175;Q732306
103922;Marcos Conde;Jackson;R;19820124;ESP;Spain;;
103923;Radoslaw;Nijaki;R;19820125;POL;Poland;;Q99469799
103924;Marc;Fornell Mestres;R;19820126;ESP;Spain;;Q6755556
103925;Gabriel;Moraru;R;19820128;ROU;Romania;180;Q5515759
103926;Daniel;Munoz de la Nava;L;19820129;ESP;Spain;178;Q974176
103927;Jose Carlos;Garcia Sanchez;U;19820129;ESP;Spain;;
103928;Chad;Harris;U;19820202;USA;United States of America;;
103929;Philipp;Marx;R;19820203;GER;Germany;188;Q62588
103930;Alberto;Francis;R;19820206;USA;United States of America;196;
103931;Andreas;Spaniol;U;19820206;GER;Germany;;
103932;Mario;Eckardt;L;19820206;GER;Germany;;
103933;Victor;Sanchez Gil;U;19820206;ESP;Spain;;
103934;Aleksander;Slovic;L;19820207;SRB;Serbia;;
103935;Alexander;Brudermann;R;19820208;AUT;Austria;;
103936;Todor;Enev;R;19820208;BUL;Bulgaria;;Q3658549
103937;Irakli;Ushangishvili;U;19820209;GEO;Georgia;;
103938;Igor;Zelenay;R;19820210;SVK;Slovakia;198;Q1355441
103939;Neil;Bamford;U;19820210;GBR;Great Britain;;Q55081584
103940;Miguel;Olaso De La Rica;R;19820215;ESP;Spain;;
103941;Sergei;Pozdnev;R;19820215;RUS;Russia;;
103942;James;Nelson;R;19820218;GBR;Great Britain;;Q55614887
103943;Vinicius;Bortolatto;R;19820222;BRA;Brazil;;
103944;Gabriel;Frias;U;19820224;ESP;Spain;;
103945;Simon;Dickson;R;19820225;GBR;Great Britain;;Q101214681
103946;Bruno;Soares;R;19820227;BRA;Brazil;180;Q286185
103947;Ivan;Esquerdo;U;19820227;ESP;Spain;;
103948;Maximilian;Abel;R;19820228;GER;Germany;;Q6795694
103949;Ivan;Cerovic;L;19820301;CRO;Croatia;190;Q22958747
103950;Marcin;Golab;U;19820301;POL;Poland;;
103951;Ravishankar;Pathanjali;U;19820307;IND;India;;
103952;Troy;Hahn;R;19820309;USA;United States of America;;
103953;Olivier;Charroin;L;19820310;FRA;France;;Q1151312
103954;Christian;Banzer;R;19820311;GER;Germany;;
103955;Mauro;Bosio;R;19820311;ITA;Italy;;
103956;Stefan;Wauters;R;19820312;BEL;Belgium;;Q29514587
103957;Benjamin;Kohlloeffel;L;19820313;GER;Germany;;
103958;Philip;Gubenco;L;19820314;CAN;Canada;188;Q107462534
103959;Harel;Srugo;R;19820315;ISR;Israel;;Q5656836
103960;John;Mcgahon;U;19820320;IRL;Ireland;;
103961;Bertrand;Contzler;U;19820322;FRA;France;;
103962;Sebastian;Losavio;U;19820322;ARG;Argentina;;
103963;Filip;Urban;R;19820323;POL;Poland;193;Q55386806
103964;Tobias;Klein;R;19820323;GER;Germany;170;Q107987263
103965;Markus;Krenn;U;19820324;AUT;Austria;;
103966;Massimo;Ocera;U;19820324;ITA;Italy;;
103967;Michael;Lammer;R;19820325;SUI;Switzerland;185;Q662627
103968;Riccardo;Desto;U;19820328;ITA;Italy;;
103969;Roman;Borvanov;R;19820331;MDA;Moldova;183;Q7361598
103970;David;Ferrer;R;19820402;ESP;Spain;175;Q191476
103971;Karol;Beck;R;19820403;SVK;Slovakia;180;Q355308
103972;Renaud;Thys;U;19820404;BEL;Belgium;;
103973;Marcel Ioan;Miron;U;19820406;ROU;Romania;;Q37148086
103974;Aivaras;Balzekas;U;19820408;LTU;Lithuania;;Q4699364
103975;Eric;Nunez;R;19820409;USA;United States of America;;Q5387197
103976;Juan Pablo;Brzezicki;R;19820412;ARG;Argentina;178;Q3048155
103977;Nicholas;Monroe;R;19820412;USA;United States of America;178;Q1442955
103978;Rabie;Chaki;U;19820414;MAR;Morocco;;Q50345649
103979;Stephen;Mitchell;U;19820416;RSA;South Africa;;
103980;Chris;Wettengel;R;19820417;USA;United States of America;;Q63386377
103981;Romano;Frantzen;L;19820418;NED;Netherlands;;Q16300504
103982;Lee;Radovanovich;R;19820419;NZL;New Zealand;;
103983;Aleksandar;Vlaski;L;19820421;SRB;Serbia;;
103984;Julien;Mathieu;R;19820422;FRA;France;;Q108541199
103985;Raviv;Volkovitzky;U;19820422;ISR;Israel;;
103986;Radoslav;Lukaev;R;19820424;BUL;Bulgaria;;Q7281594
103987;Alessandro;Camarco;R;19820425;BRA;Brazil;;
103988;Mariano Albert;Ferrando;R;19820426;ESP;Spain;;Q83231119
103989;Christophe;Deveaux;U;19820429;FRA;France;;
103990;Tommy;Robredo;R;19820501;ESP;Spain;180;Q213199
103991;Boy;Wijnmalen;U;19820503;NED;Netherlands;;
103992;Cliff;Nguyen;U;19820509;USA;United States of America;;
103993;Chris;Lewis;R;19820510;GBR;Great Britain;180;Q1077498
103994;Philip;Riise Hansen;U;19820510;NOR;Norway;;
103995;Pedro;Leao;R;19820511;POR;Portugal;;
103996;Paul;Warkentin;R;19820512;USA;United States of America;;
103997;Lukasz;Kubot;R;19820516;POL;Poland;190;Q345626
103998;Mario;Monroy;U;19820522;PER;Peru;;
103999;Thiago;Alves;R;19820522;BRA;Brazil;178;Q1359735
104000;Andrey;Dernovskiy;U;19820523;UKR;Ukraine;;
104001;Brian;Wilson;R;19820523;USA;United States of America;190;Q4965660
104002;Frederic;Nussbaum;U;19820525;SUI;Switzerland;;
104003;Victor;Crivoi;R;19820525;ROU;Romania;185;Q2732894
104004;Filip;Prpic;R;19820526;SWE;Sweden;173;Q5448508
104005;Tomer;Suissa;U;19820527;ISR;Israel;;
104006;Alexandre;Renard;R;19820529;FRA;France;;
104007;Andre;Ghem;R;19820529;BRA;Brazil;193;Q4759919
104008;Carlos;Avellan;R;19820531;ECU;Ecuador;;Q23777963
104009;Rick;Schalkers;R;19820531;NED;Netherlands;;
104010;Dieter;Kindlmann;R;19820603;GER;Germany;183;Q67303
104011;Lefteris;Alexiou;R;19820603;GRE;Greece;;
104012;Peter Jon;Nomdo;R;19820606;RSA;South Africa;;
104013;Anouch;Rezai;U;19820608;FRA;France;;
104014;Lee;Childs;R;19820611;GBR;Great Britain;;Q4753636
104015;Mohammed;Mohazebnia;L;19820611;IRI;Iran;;
104016;Antonio;Pastorino;U;19820614;ARG;Argentina;;
104017;Ludwig;Pellerin;R;19820614;FRA;France;;
104018;Jaime;Garcia Lancha;U;19820616;ESP;Spain;;
104019;Kristof;Vliegen;R;19820622;BEL;Belgium;193;Q374874
104020;Matjaz;Jurman;U;19820623;SLO;Slovenia;;
104021;Marco;Mirnegg;R;19820624;AUT;Austria;180;Q29547125
104022;Mikhail;Youzhny;R;19820625;RUS;Russia;183;Q219970
104023;Nicolas;Renavand;R;19820625;FRA;France;;Q1986683
104024;Jakub;Praibis;U;19820629;CZE;Czechia;;Q12022296
104025;Amer;Delic;R;19820630;BIH;Bosnia and Herzegovina;196;Q462949
104026;Joachim;Johansson;R;19820701;SWE;Sweden;198;Q353293
104027;Pablo;Gonzalez;R;19820702;COL;Colombia;178;Q6056028
104028;Goncalo;Nicau;U;19820703;POR;Portugal;;Q22959241
104029;Fedor;Doudtchik;U;19820704;BLR;Belarus;;
104030;Ryan;Tanujoyo;R;19820705;INA;Indonesia;;
104031;Alexander;Markin;U;19820706;RUS;Russia;;
104032;Giunior;Ghedina;U;19820707;GER;Germany;;
104033;Juan Pablo;Villar;U;19820710;ARG;Argentina;;Q23777961
104034;Dmitry;Vlasov;R;19820711;RUS;Russia;188;Q23664917
104035;Bobby;Reynolds;R;19820717;USA;United States of America;183;Q512728
104036;Simon;Rea;L;19820718;NZL;New Zealand;;Q7519628
104037;Phillip;Harboe;R;19820720;CHI;Chile;;Q107426855
104038;Andrea;Agazzi;U;19820723;ITA;Italy;;
104039;Petar;Popovic;U;19820727;SRB;Serbia;;Q55641421
104040;Adam;Thompson;R;19820728;NZL;New Zealand;;Q63383023
104041;Sergi;Arumi;R;19820728;ESP;Spain;;
104042;Serguei;Vassine;R;19820730;BLR;Belarus;;
104043;Marc;Lopez;R;19820731;ESP;Spain;175;Q369866
104044;Andre;Wiesler;U;19820801;GER;Germany;;
104045;Lance;Vodicka;U;19820802;USA;United States of America;;
104046;Bostjan;Osabnik;R;19820807;SLO;Slovenia;;Q26436275
104047;Nicolo;Cotto;L;19820816;ITA;Italy;;
104048;Ikaika;Jobe;R;19820818;USA;United States of America;;
104049;Gary;Lugassy;L;19820820;FRA;France;;Q29583320
104050;Matthew;Koch;U;19820820;AUS;Australia;;
104051;Andrej;Kracman;R;19820822;SLO;Slovenia;;Q4756053
104052;Giulio;Di Meo;U;19820828;ITA;Italy;;Q40869123
104053;Andy;Roddick;R;19820830;USA;United States of America;188;Q54584
104054;Daniel;Monedero;R;19820830;ESP;Spain;;
104055;Franklin;Durighetto;U;19820901;BRA;Brazil;;
104056;Roko;Karanusic;R;19820905;CRO;Croatia;183;Q458079
104057;Alejandro;Poberaj;R;19820907;ARG;Argentina;;
104058;Floris;Kilian;R;19820909;NED;Netherlands;;
104059;Rasmus;Norby;R;19820910;DEN;Denmark;183;Q50875038
104060;Henrique;Mello;U;19820911;BRA;Brazil;;
104061;Peter;Richman;U;19820920;CAN;Canada;;
104062;Alejandro;Vargas Aboy;U;19820922;ESP;Spain;;
104063;Mait;Kunnap;R;19820923;EST;Estonia;;Q6737100
104064;Marcos;Digliodo;R;19820924;ARG;Argentina;;
104065;Ashutosh;Singh;R;19820925;IND;India;;Q50365532
104066;Pavel;Lobanov;U;19821001;RUS;Russia;;
104067;Goran;Tosic;R;19821007;MNE;Montenegro;;Q5584488
104068;Robby;Ginepri;R;19821007;USA;United States of America;183;Q53551
104069;Andrew;Mcdade;R;19821015;RSA;South Africa;;
104070;Jesse;Witten;R;19821015;USA;United States of America;178;Q1993232
104071;Raven;Klaasen;R;19821016;RSA;South Africa;180;Q778206
104072;Roy;Sichel;U;19821016;ISR;Israel;;
104073;Jose Pablo;Serna;U;19821019;ESP;Spain;;
104074;Peter;Mayer Tischer;U;19821019;GER;Germany;;
104075;David;Emery;R;19821020;USA;United States of America;;
104076;Jose;Acasuso;R;19821020;ARG;Argentina;190;Q299930
104077;Hamid;Mirzadeh;U;19821022;USA;United States of America;;
104078;Daniel;Wendler;R;19821023;AUS;Australia;;
104079;Marius;Zay;U;19821025;GER;Germany;;
104080;Alejandro;Fabbri;U;19821027;ARG;Argentina;;Q107417786
104081;Boris;Pashanski;R;19821103;SRB;Serbia;180;Q893753
104082;Hiroki;Kondo;R;19821105;JPN;Japan;178;Q13513035
104083;Carles;Poch Gradin;L;19821109;ESP;Spain;185;Q5041172
104084;Carlos;Poch Gradin;L;19821109;ESP;Spain;185;
104085;Henrique;Pinto Silva;R;19821116;BRA;Brazil;;
104086;Mikhail;Filima;U;19821117;UKR;Ukraine;;Q81676691
104087;Sanjin;Sadovich;U;19821119;CAN;Canada;;
104088;Michal;Navratil;L;19821120;CZE;Czechia;;Q41255905
104089;Romain;Jurd;R;19821121;FRA;France;;
104090;Nikolay;Mishin;R;19821126;RUS;Russia;;
104091;Miguel Angel;Lopez Jaen;R;19821129;ESP;Spain;188;Q6844926
104092;Jhonathan;Medina Alvarez;L;19821201;VEN;Venezuela;;
104093;Nickolai;Dyachok;U;19821204;UKR;Ukraine;;
104094;Sergio;Bruni;L;19821204;BRA;Brazil;;
104095;David;Guez;R;19821208;FRA;France;185;Q1993828
104096;Sat;Galan;R;19821209;COL;Colombia;;
104097;Robert;Phillips;U;19821211;AUS;Australia;;
104098;Dmitry;Tursunov;R;19821212;RUS;Russia;185;Q310376
104099;Israel;Matos Gil;U;19821214;ESP;Spain;;Q107709545
104100;Evgueni;Smirnov;U;19821216;RUS;Russia;;
104101;Nathan;Thompson;U;19821216;USA;United States of America;;
104102;Ivan;Syrov;U;19821218;RUS;Russia;;
104103;Arkaitz;Manzarbeitia Ugate;U;19821229;ESP;Spain;;
104104;Gilles;De Sousa;U;19821229;FRA;France;;
104105;Pavel;Ivanov;R;19830101;RUS;Russia;193;
104106;Ludovic;Walter;U;19830104;FRA;France;;
104107;Andrew;Banks;L;19830106;GBR;Great Britain;;Q101513282
104108;Jun Il;You;U;19830109;KOR;South Korea;;
104109;Bart;De Gier;R;19830110;NED;Netherlands;;
104110;Julien;Maigret;R;19830110;FRA;France;;
104111;Georg;Novak;R;19830112;AUT;Austria;;
104112;Benjamin;Balleret;R;19830115;MON;Monaco;185;Q2080514
104113;Carlos;Salamanca;L;19830115;COL;Colombia;196;Q1990689
104114;Michael;Ouvarov;R;19830117;GBR;Great Britain;;
104115;Marc;Kimmich;R;19830121;AUS;Australia;183;Q6755664
104116;Steve;Meyer;U;19830122;FRA;France;;
104117;Giovanni;Lapentti;R;19830125;ECU;Ecuador;193;Q2632825
104118;Jason;Zimmermann;U;19830127;USA;United States of America;;
104119;Markus;Egger;L;19830129;AUT;Austria;;
104120;Peter;Capkovic;R;19830201;SVK;Slovakia;;
104121;Tobias;Summerer;R;19830201;GER;Germany;185;Q7811667
104122;Carlos;Berlocq;R;19830203;ARG;Argentina;183;Q440468
104123;Luciano;Vitullo;R;19830203;ARG;Argentina;;
104124;Patrick;Briaud;U;19830206;USA;United States of America;;Q27244413
104125;Igor;Racic;R;19830207;BIH;Bosnia and Herzegovina;;
104126;Adam;Kennedy;R;19830209;AUS;Australia;;Q80220862
104127;Marco;Di Vuolo;R;19830209;ITA;Italy;;
104128;Shivang;Mishra;R;19830210;IND;India;;
104129;Simon;Roberts;R;19830216;GBR;Great Britain;;
104130;Ross;Connolly;R;19830219;GBR;Great Britain;;
104131;David;Novak;L;19830222;CZE;Czechia;;
104132;Patrick;Ganet;U;19830222;AUS;Australia;;
104133;Ytai;Abougzir;R;19830222;USA;United States of America;;
104134;Bastian;Gronefeld;L;19830223;GER;Germany;;
104135;Daniel;Stoehr;U;19830223;GER;Germany;;
104136;Santiago;Gonzalez;R;19830224;MEX;Mexico;190;Q552678
104137;Bart;Van Delft;U;19830225;NED;Netherlands;;
104138;Henry;Adjei Darko;U;19830228;GHA;Ghana;;Q82426986
104139;Sebastian;Linda;R;19830228;GER;Germany;;
104140;Dawid;Olejniczak;R;19830301;POL;Poland;;Q5242352
104141;Dmitri;Sitak;R;19830304;RUS;Russia;183;Q5285601
104142;Peter;Shults;U;19830305;USA;United States of America;;
104143;Dirk;Stegmann;R;19830308;RSA;South Africa;;Q55639587
104144;Alvaro;Izquierdo;U;19830318;ESP;Spain;;
104145;Vjekoslav;Skenderovic;U;19830320;CRO;Croatia;;
104146;Jonathan;Chu;R;19830321;USA;United States of America;;Q107556038
104147;Robin;Brage;U;19830321;SWE;Sweden;;
104148;Lionel;Noviski;R;19830324;ARG;Argentina;;
104149;Adrian;Cruciat;R;19830331;ROU;Romania;185;Q4684958
104150;Idan;Rosenberg;U;19830331;ISR;Israel;;
104151;Jan;Stancik;U;19830331;SVK;Slovakia;;Q28157792
104152;David;Canudas Fernandez;U;19830401;ESP;Spain;;
104153;Heinrich;Heyl;R;19830401;RSA;South Africa;;
104154;Paul;Capdeville;R;19830402;CHI;Chile;190;Q444989
104155;Sunil;Kumar Sipaeya;L;19830404;IND;India;;Q100701273
104156;Sunil;Kumar;R;19830404;IND;India;;
104157;Marc;Pexa;R;19830407;GER;Germany;;
104158;Andrew;Anderson;R;19830408;RSA;South Africa;193;Q4756209
104159;Ken;Skupski;L;19830409;GBR;Great Britain;185;Q715261
104160;Lukas;Dlouhy;R;19830409;CZE;Czechia;185;Q355305
104161;Tomislav;Peric;R;19830410;CRO;Croatia;;
104162;Deniss;Pavlovs;R;19830415;LAT;Latvia;;Q5257842
104163;Juan Jose;Seminara;U;19830415;ARG;Argentina;;
104164;Marco;Pedrini;U;19830419;ITA;Italy;;
104165;Joel;Kielbowicz;U;19830420;USA;United States of America;;Q17626748
104166;Alex;Bogomolov Jr;R;19830423;RUS;Russia;178;Q440482
104167;Todd;Widom;R;19830424;USA;United States of America;;Q7812709
104168;Enrico;Iannuzzi;R;19830426;ITA;Italy;;
104169;Kc;Corkery;U;19830426;USA;United States of America;190;Q16728206
104170;Hector;Ruiz Cadenas;U;19830427;ESP;Spain;;Q50379536
104171;Richard;Bloomfield;R;19830427;GBR;Great Britain;185;Q4177003
104172;Jason;Mallaiah;R;19830429;USA;United States of America;;
104173;Sam;Warburg;R;19830429;USA;United States of America;190;Q4180445
104174;Alessandro;Accardo;L;19830430;ITA;Italy;;
104175;Matija;Zgaga;L;19830430;SLO;Slovenia;;
104176;Ricardo;Soriano Gallo;U;19830505;ESP;Spain;;
104177;Andrea;Fava;R;19830506;ITA;Italy;;
104178;Max;Raditschnigg;L;19830506;AUT;Austria;;Q73025846
104179;Bruno;Echagaray;R;19830508;MEX;Mexico;183;Q2535948
104180;Gilles;Muller;L;19830509;LUX;Luxembourg;193;Q314304
104181;Victor;Ionita;R;19830511;ROU;Romania;185;Q7926018
104182;Sasa;Tuksar;R;19830512;CRO;Croatia;180;Q7429514
104183;Alexander;Flock;R;19830515;GER;Germany;190;
104184;Yong Bum;Seo;U;19830515;KOR;South Korea;;
104185;Dusan;Karol;R;19830519;CZE;Czechia;;Q29530588
104186;Gleb;Alekseenko;R;19830519;UKR;Ukraine;;
104187;Vadim;Alekseenko;R;19830519;UKR;Ukraine;;
104188;Diego;Camacho;U;19830521;BOL;Bolivia;;Q552282
104189;Antonio;Zaragoza;U;19830522;ESP;Spain;;
104190;Benoit;Bottero;R;19830522;FRA;France;;
104191;Ismar;Gorcic;R;19830522;BIH;Bosnia and Herzegovina;;Q6084936
104192;Marco;Crugnola;R;19830524;ITA;Italy;188;Q977562
104193;Dane;Fernandez;U;19830526;AUS;Australia;;
104194;Ruben;Merchan;R;19830527;ESP;Spain;;
